case_number,lesson_id,grade,work_mode,scoring_stance,generator_family,before_classification,before_boundary_violation,before_learner_visible_repair,correction_model,after_classification,after_boundary_violation,after_learner_support,learner_passing_change_present_after,semantic_exact_repair_visible_after,adult_trusted_solution_complete,generated_learner_package,adult_scoring_guide,after_package_sha256,after_scoring_guide_sha256
69,ma-g8-technology-u03-l06,8,CORRECT,PROGRESS_EVIDENCE,GENERIC_SEQUENCE_INDEX,FULL_SOLUTION_BEFORE_ATTEMPT,true,Iteration begins at index 0; all three tests retain every step in order.,post-submission review,ATTEMPT_SAFE_SUPPORT_BEFORE_EVIDENCE,false,Preserve the original run and repair attempt in the defect log. Compare the earliest divergent state with the specification before proposing a revised repair.,false,false,true,curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-08/ma-g8-technology-u03-l06.task-package.json,curriculum-production/student-work/technology-arts-lessons/scoring-guides/technology/grade-08/ma-g8-technology-u03-l06.scoring-guide.json,c41049faf25430dcee0815afe7aa1549ffe616688d9656472ecf4e6fd97824cb,793736a848ae8aa4eb446e33956125d6d0baa488a2413c6f46f1a84ecd2610ce
70,ma-g8-technology-u04-l03,8,GUIDED,PROGRESS_EVIDENCE,GENERIC_SEQUENCE_INDEX,FULL_SOLUTION_BEFORE_ATTEMPT,true,Iteration begins at index 0; all three tests retain every step in order.,hint ladder,ATTEMPT_SAFE_SUPPORT_BEFORE_EVIDENCE,false,Trace the value that controls the failing behavior and mark the first step where actual and expected state diverge. Use that location to propose your own smallest edit.,false,false,true,curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-08/ma-g8-technology-u04-l03.task-package.json,curriculum-production/student-work/technology-arts-lessons/scoring-guides/technology/grade-08/ma-g8-technology-u04-l03.scoring-guide.json,abac5c321663a402567381cc4ca8bddb77e9fc930d01806da031fa28c5a31302,50b7738c3f92b73564a5a019ded146943883897a06b4dd95bb73523817ca6b48
71,ma-g9-technology-u01-l02,9,MODEL,FORMATIVE_NO_PENALTY,GENERIC_SEQUENCE_INDEX,LEGITIMATE_WORKED_EXAMPLE,false,Iteration begins at index 0; all three tests retain every step in order.,worked example separation,LEGITIMATE_WORKED_EXAMPLE_PRESERVED,false,Iteration begins at index 0; all three tests retain every step in order.,true,true,true,curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-09/ma-g9-technology-u01-l02.task-package.json,curriculum-production/student-work/technology-arts-lessons/scoring-guides/technology/grade-09/ma-g9-technology-u01-l02.scoring-guide.json,72c5e43d97fab07da3dfbb958ff46caeaa462d1060dfdcccb772464e76174772,73b123a4d961a370c35da9b5d25df9c301affc1495b7850ddc320bd8fca359f8
72,ma-g9-technology-u01-l03,9,GUIDED,PROGRESS_EVIDENCE,GENERIC_SEQUENCE_INDEX,FULL_SOLUTION_BEFORE_ATTEMPT,true,Iteration begins at index 0; all three tests retain every step in order.,hint ladder,ATTEMPT_SAFE_SUPPORT_BEFORE_EVIDENCE,false,Trace the value that controls the failing behavior and mark the first step where actual and expected state diverge. Use that location to propose your own smallest edit.,false,false,true,curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-09/ma-g9-technology-u01-l03.task-package.json,curriculum-production/student-work/technology-arts-lessons/scoring-guides/technology/grade-09/ma-g9-technology-u01-l03.scoring-guide.json,eb8d4adc25b26804069328984522b2b8b1bb56dbff3735fba8a777f26c6f59bb,8df8dee5754994ca7e88efeafe9496bd1e836edb7d9d68092ca528d872a0c189
73,ma-g9-technology-u01-l04,9,BUILD,PROGRESS_EVIDENCE,STALE_STATE_UPDATE,FULL_SOLUTION_BEFORE_ATTEMPT,true,"Each assignment uses current + delta; the tests return 4, 5, and 5.",hint ladder plus trusted solution reference,ATTEMPT_SAFE_SUPPORT_BEFORE_EVIDENCE,false,"Use the three tests to isolate one defect region, then choose and justify the smallest edit that satisfies the specification without weakening a boundary test.",false,false,true,curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-09/ma-g9-technology-u01-l04.task-package.json,curriculum-production/student-work/technology-arts-lessons/scoring-guides/technology/grade-09/ma-g9-technology-u01-l04.scoring-guide.json,7e62ecc56a4f687e8021f726c72f980fc6e437cdee0e6f8992ace747d9cca600,260484b625115b8719e694cfcde31376fc1071a64ed238b95f070da26b2b8e74
74,ma-g9-technology-u01-l05,9,DEMONSTRATE,SUMMATIVE,GENERIC_SEQUENCE_INDEX,SUMMATIVE_SOLUTION_EXPOSURE,true,Iteration begins at index 0; all three tests retain every step in order.,"trusted solution reference, then post-submission review",SUMMATIVE_SOLUTION_WITHHELD_BEFORE_EVIDENCE,false,"Run and record the unchanged program, then diagnose and repair it independently from the specification and tests. No solution or worked repair is included in learner material.",false,false,true,curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-09/ma-g9-technology-u01-l05.task-package.json,curriculum-production/student-work/technology-arts-lessons/scoring-guides/technology/grade-09/ma-g9-technology-u01-l05.scoring-guide.json,a9dfdde87b775fbcdf67bab6120e5fd3506531bf2fe878688c1d8e618e344286,482916176e3069e5bf7f97d9f1730d6fec32fc9d8fb2e978bda75c60436aeac8
75,ma-g9-technology-u01-l06,9,CORRECT,PROGRESS_EVIDENCE,GENERIC_SEQUENCE_INDEX,FULL_SOLUTION_BEFORE_ATTEMPT,true,Iteration begins at index 0; all three tests retain every step in order.,post-submission review,ATTEMPT_SAFE_SUPPORT_BEFORE_EVIDENCE,false,Preserve the original run and repair attempt in the defect log. Compare the earliest divergent state with the specification before proposing a revised repair.,false,false,true,curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-09/ma-g9-technology-u01-l06.task-package.json,curriculum-production/student-work/technology-arts-lessons/scoring-guides/technology/grade-09/ma-g9-technology-u01-l06.scoring-guide.json,41ede9024232984f3f56f4d3358b195a30f34f60468a7b1519475883e808e1bd,36bdb96796f7cc4a35f6ab9d4d8952387fb7e3e12cb06acfe244d1e5e5e03bb6
76,ma-g9-technology-u02-l01,9,PROBE,FORMATIVE_NO_PENALTY,DATA_AGGREGATION,FULL_SOLUTION_BEFORE_ATTEMPT,true,"The reducer uses total + record.value; the tests return 6, 0, and 0.",trusted solution reference,ATTEMPT_SAFE_SUPPORT_BEFORE_EVIDENCE,false,"Before editing, record the unchanged output and identify which stated rule is first contradicted. Do not look for or request a finished repair.",false,false,true,curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-09/ma-g9-technology-u02-l01.task-package.json,curriculum-production/student-work/technology-arts-lessons/scoring-guides/technology/grade-09/ma-g9-technology-u02-l01.scoring-guide.json,4a3c9417887593dc02eb74f7d769bb0e4a418a354d806a340a12c34874407ca5,4d1b74e61b886b45f85c518788ac1af9c1942d4a77e068301fbbd6352941dd8a
77,ma-g9-technology-u02-l02,9,MODEL,FORMATIVE_NO_PENALTY,GENERIC_SEQUENCE_INDEX,LEGITIMATE_WORKED_EXAMPLE,false,Iteration begins at index 0; all three tests retain every step in order.,worked example separation,LEGITIMATE_WORKED_EXAMPLE_PRESERVED,false,Iteration begins at index 0; all three tests retain every step in order.,true,true,true,curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-09/ma-g9-technology-u02-l02.task-package.json,curriculum-production/student-work/technology-arts-lessons/scoring-guides/technology/grade-09/ma-g9-technology-u02-l02.scoring-guide.json,b58d66c440db12f9837322e1b3a0647ad296dbecb66d8c7460a0dce5c14515ad,611e0f87106d7bcd2583d72fd6bd2bb5af069ba086b21c5516a0bd8929c28e3e
78,ma-g9-technology-u02-l03,9,GUIDED,PROGRESS_EVIDENCE,GENERIC_SEQUENCE_INDEX,FULL_SOLUTION_BEFORE_ATTEMPT,true,Iteration begins at index 0; all three tests retain every step in order.,hint ladder,ATTEMPT_SAFE_SUPPORT_BEFORE_EVIDENCE,false,Trace the value that controls the failing behavior and mark the first step where actual and expected state diverge. Use that location to propose your own smallest edit.,false,false,true,curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-09/ma-g9-technology-u02-l03.task-package.json,curriculum-production/student-work/technology-arts-lessons/scoring-guides/technology/grade-09/ma-g9-technology-u02-l03.scoring-guide.json,298eec18d841eb7e2ef8bd2371b72454ee2ffbc9d373e01c140aa3f4ae39fcf7,e56e432fb01845be1a0d40750d3e7016a8033f0503c935af4b79502d725035c0
79,ma-g9-technology-u02-l04,9,BUILD,PROGRESS_EVIDENCE,GENERIC_SEQUENCE_INDEX,FULL_SOLUTION_BEFORE_ATTEMPT,true,Iteration begins at index 0; all three tests retain every step in order.,hint ladder plus trusted solution reference,ATTEMPT_SAFE_SUPPORT_BEFORE_EVIDENCE,false,"Use the three tests to isolate one defect region, then choose and justify the smallest edit that satisfies the specification without weakening a boundary test.",false,false,true,curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-09/ma-g9-technology-u02-l04.task-package.json,curriculum-production/student-work/technology-arts-lessons/scoring-guides/technology/grade-09/ma-g9-technology-u02-l04.scoring-guide.json,e7b336f3d5a4dd8d50e97222a7d930e771f8a97c6ac24f52fabb464a5c7efa71,a8c3423490aeb044b1aeb8a5ee2f4bd8bea6262266f0f07b0fa38c7f32a20148
80,ma-g9-technology-u02-l05,9,DEMONSTRATE,SUMMATIVE,GENERIC_SEQUENCE_INDEX,SUMMATIVE_SOLUTION_EXPOSURE,true,Iteration begins at index 0; all three tests retain every step in order.,"trusted solution reference, then post-submission review",SUMMATIVE_SOLUTION_WITHHELD_BEFORE_EVIDENCE,false,"Run and record the unchanged program, then diagnose and repair it independently from the specification and tests. No solution or worked repair is included in learner material.",false,false,true,curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-09/ma-g9-technology-u02-l05.task-package.json,curriculum-production/student-work/technology-arts-lessons/scoring-guides/technology/grade-09/ma-g9-technology-u02-l05.scoring-guide.json,c8a844c4c1a1b36defa537d249b3a2e52f07a8f078a7d18c1d758e0d8284d242,0ee43be325efbcdc27d7354d96429284a1dad324ba45143c553292a543f09c53
81,ma-g9-technology-u02-l06,9,CORRECT,PROGRESS_EVIDENCE,GENERIC_SEQUENCE_INDEX,FULL_SOLUTION_BEFORE_ATTEMPT,true,Iteration begins at index 0; all three tests retain every step in order.,post-submission review,ATTEMPT_SAFE_SUPPORT_BEFORE_EVIDENCE,false,Preserve the original run and repair attempt in the defect log. Compare the earliest divergent state with the specification before proposing a revised repair.,false,false,true,curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-09/ma-g9-technology-u02-l06.task-package.json,curriculum-production/student-work/technology-arts-lessons/scoring-guides/technology/grade-09/ma-g9-technology-u02-l06.scoring-guide.json,22a6010e1852bec47c006d56d10dcf32db91b450b7fde8b57d65a0a224724d09,8cdca2e72674fef2662ecdc62cdfaf08a32362f8714f3db7f2ec8bdfe84296a9
82,ma-g9-technology-u03-l01,9,PROBE,FORMATIVE_NO_PENALTY,OBJECT_STATE_UPDATE,FULL_SOLUTION_BEFORE_ATTEMPT,true,"The update combines this.value with amount; the three tests return 5, 0, and 3.",trusted solution reference,ATTEMPT_SAFE_SUPPORT_BEFORE_EVIDENCE,false,"Before editing, record the unchanged output and identify which stated rule is first contradicted. Do not look for or request a finished repair.",false,false,true,curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-09/ma-g9-technology-u03-l01.task-package.json,curriculum-production/student-work/technology-arts-lessons/scoring-guides/technology/grade-09/ma-g9-technology-u03-l01.scoring-guide.json,d647003f6ba65f60cf8390a9ddb963cd6cc10d6e6b34e54194ecaa3d1ac67153,eba0429a197d8938fb193b37792ba1055b4ffbf58c2adfd9d9840536803e646e
83,ma-g9-technology-u03-l02,9,MODEL,FORMATIVE_NO_PENALTY,STALE_STATE_UPDATE,LEGITIMATE_WORKED_EXAMPLE,false,"Each assignment uses current + delta; the tests return 4, 5, and 5.",worked example separation,LEGITIMATE_WORKED_EXAMPLE_PRESERVED,false,"Each assignment uses current + delta; the tests return 4, 5, and 5.",true,true,true,curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-09/ma-g9-technology-u03-l02.task-package.json,curriculum-production/student-work/technology-arts-lessons/scoring-guides/technology/grade-09/ma-g9-technology-u03-l02.scoring-guide.json,d89bac0e5b7d1b0f5553a73f342996f8f10cb95972fc9562ffca02555283f725,6b0ea911f371d43ae62fb94bf4a70e54bcde8ef499cf600293cd2dcb618117da
84,ma-g9-technology-u03-l03,9,GUIDED,PROGRESS_EVIDENCE,GENERIC_SEQUENCE_INDEX,FULL_SOLUTION_BEFORE_ATTEMPT,true,Iteration begins at index 0; all three tests retain every step in order.,hint ladder,ATTEMPT_SAFE_SUPPORT_BEFORE_EVIDENCE,false,Trace the value that controls the failing behavior and mark the first step where actual and expected state diverge. Use that location to propose your own smallest edit.,false,false,true,curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-09/ma-g9-technology-u03-l03.task-package.json,curriculum-production/student-work/technology-arts-lessons/scoring-guides/technology/grade-09/ma-g9-technology-u03-l03.scoring-guide.json,80172dce0dea7b6b4608f2d54f033514d3db6f36b005abc0603249780459c8fe,866091cb5cb7452c0808ee2c20828c66ababeac91dd4264e10a8dab8b3cde899
85,ma-g9-technology-u03-l05,9,DEMONSTRATE,SUMMATIVE,GENERIC_SEQUENCE_INDEX,SUMMATIVE_SOLUTION_EXPOSURE,true,Iteration begins at index 0; all three tests retain every step in order.,"trusted solution reference, then post-submission review",SUMMATIVE_SOLUTION_WITHHELD_BEFORE_EVIDENCE,false,"Run and record the unchanged program, then diagnose and repair it independently from the specification and tests. No solution or worked repair is included in learner material.",false,false,true,curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-09/ma-g9-technology-u03-l05.task-package.json,curriculum-production/student-work/technology-arts-lessons/scoring-guides/technology/grade-09/ma-g9-technology-u03-l05.scoring-guide.json,f121226ccaaba9a88127aa0e210fe44f50f1dfd2bbbabe414c5a1fd9874b9db7,e5b113079cf42c2bb8f1319c6153f2abe6eede6a528e841986e67d3c83e20a24
86,ma-g9-technology-u03-l06,9,CORRECT,PROGRESS_EVIDENCE,GENERIC_SEQUENCE_INDEX,FULL_SOLUTION_BEFORE_ATTEMPT,true,Iteration begins at index 0; all three tests retain every step in order.,post-submission review,ATTEMPT_SAFE_SUPPORT_BEFORE_EVIDENCE,false,Preserve the original run and repair attempt in the defect log. Compare the earliest divergent state with the specification before proposing a revised repair.,false,false,true,curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-09/ma-g9-technology-u03-l06.task-package.json,curriculum-production/student-work/technology-arts-lessons/scoring-guides/technology/grade-09/ma-g9-technology-u03-l06.scoring-guide.json,401228b7128ee345d04612bb7e39443468ce3ef8493d19eccafd1e67497f3c54,2888e9e0b01734b91e3626230d94cb46110fce28a14012beb8efb5230fc109a9
87,ma-g9-technology-u04-l03,9,GUIDED,PROGRESS_EVIDENCE,STALE_STATE_UPDATE,FULL_SOLUTION_BEFORE_ATTEMPT,true,"Each assignment uses current + delta; the tests return 4, 5, and 5.",hint ladder,ATTEMPT_SAFE_SUPPORT_BEFORE_EVIDENCE,false,Trace the value that controls the failing behavior and mark the first step where actual and expected state diverge. Use that location to propose your own smallest edit.,false,false,true,curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-09/ma-g9-technology-u04-l03.task-package.json,curriculum-production/student-work/technology-arts-lessons/scoring-guides/technology/grade-09/ma-g9-technology-u04-l03.scoring-guide.json,4528ce3991a3ffc5417736e2eda7ddfbc5907519a7f38a3411bb5e0b99c1932c,670ec84ef1b4f3cd090112e3a4d92b4e862a4aa62cf55b707dcad0b9c33856d8
