lesson_id,course_id,grade,subject,course_day,unit_number,unit_title,day_in_unit,title,phase,focus,evidence_type,standards
ma-g4-mathematics-u04-l01,ma-g4-mathematics,4,mathematics,55,4,Multi-Digit Multiplication with Area Models and Partial Products,1,Launch and diagnostic: multiplying beyond the basic facts,Launch and diagnostic,multiplying beyond the basic facts,instruction,4.NBT.5;MP.1
ma-g4-mathematics-u04-l02,ma-g4-mathematics,4,mathematics,56,4,Multi-Digit Multiplication with Area Models and Partial Products,2,Concept build A: multiplying by multiples of ten,Concept build A,multiplying by multiples of ten,instruction,4.NBT.1;4.NBT.5
ma-g4-mathematics-u04-l03,ma-g4-mathematics,4,mathematics,57,4,Multi-Digit Multiplication with Area Models and Partial Products,3,Concept build B: area models for two digits by one digit,Concept build B,area models for two digits by one digit,instruction,4.NBT.5;MP.7
ma-g4-mathematics-u04-l04,ma-g4-mathematics,4,mathematics,58,4,Multi-Digit Multiplication with Area Models and Partial Products,4,Guided practice A: recording partial products,Guided practice A,recording partial products,guided-practice,4.NBT.5
ma-g4-mathematics-u04-l05,ma-g4-mathematics,4,mathematics,59,4,Multi-Digit Multiplication with Area Models and Partial Products,5,Independent evidence A: multiplying up to four digits by one digit,Independent evidence A,multiplying up to four digits by one digit,independent-evidence,4.NBT.5
ma-g4-mathematics-u04-l06,ma-g4-mathematics,4,mathematics,60,4,Multi-Digit Multiplication with Area Models and Partial Products,6,Concept build C: area models for two digits by two digits,Concept build C,area models for two digits by two digits,instruction,4.NBT.5
ma-g4-mathematics-u04-l07,ma-g4-mathematics,4,mathematics,61,4,Multi-Digit Multiplication with Area Models and Partial Products,7,Guided practice B: partial products with two two-digit factors,Guided practice B,partial products with two two-digit factors,guided-practice,4.NBT.5
ma-g4-mathematics-u04-l08,ma-g4-mathematics,4,mathematics,62,4,Multi-Digit Multiplication with Area Models and Partial Products,8,Error analysis and repair: place-value slips in partial products,Error analysis and repair,place-value slips in partial products,guided-practice,4.NBT.5;MP.3
ma-g4-mathematics-u04-l09,ma-g4-mathematics,4,mathematics,63,4,Multi-Digit Multiplication with Area Models and Partial Products,9,Retrieval and fluency: facts and multiples of ten,Retrieval and fluency,facts and multiples of ten,retrieval,4.NBT.5
ma-g4-mathematics-u04-l10,ma-g4-mathematics,4,mathematics,64,4,Multi-Digit Multiplication with Area Models and Partial Products,10,Independent evidence B: multiplication inside multistep problems,Independent evidence B,multiplication inside multistep problems,independent-evidence,4.OA.3
ma-g4-mathematics-u04-l11,ma-g4-mathematics,4,mathematics,65,4,Multi-Digit Multiplication with Area Models and Partial Products,11,Concept extension: multiplicative comparison with larger numbers,Concept extension,multiplicative comparison with larger numbers,instruction,4.OA.2
ma-g4-mathematics-u04-l12,ma-g4-mathematics,4,mathematics,66,4,Multi-Digit Multiplication with Area Models and Partial Products,12,Applied problem solving: estimating products to check reasonableness,Applied problem solving,estimating products to check reasonableness,independent-evidence,4.OA.3;4.NBT.5;MP.3
ma-g4-mathematics-u04-l13,ma-g4-mathematics,4,mathematics,67,4,Multi-Digit Multiplication with Area Models and Partial Products,13,Performance task: plan: the supply order,Performance task: plan,the supply order,project,4.NBT.5;MP.4
ma-g4-mathematics-u04-l14,ma-g4-mathematics,4,mathematics,68,4,Multi-Digit Multiplication with Area Models and Partial Products,14,Performance task: build: the order with models and estimates,Performance task: build,the order with models and estimates,project,4.OA.3;4.NBT.5
ma-g4-mathematics-u04-l15,ma-g4-mathematics,4,mathematics,69,4,Multi-Digit Multiplication with Area Models and Partial Products,15,"Synthesis and review: models, partial products, and estimation",Synthesis and review,"models, partial products, and estimation",retrieval,4.OA.2;4.OA.3;4.NBT.5
ma-g4-mathematics-u04-l16,ma-g4-mathematics,4,mathematics,70,4,Multi-Digit Multiplication with Area Models and Partial Products,16,Unit assessment: multi-digit multiplication,Unit assessment,multi-digit multiplication,assessment,4.OA.2;4.OA.3;4.NBT.5
ma-g4-mathematics-u04-l17,ma-g4-mathematics,4,mathematics,71,4,Multi-Digit Multiplication with Area Models and Partial Products,17,Targeted correction and reassessment: partial products and place-value alignment,Targeted correction and reassessment,partial products and place-value alignment,reassessment,4.OA.3;4.NBT.5
ma-g4-mathematics-u04-l18,ma-g4-mathematics,4,mathematics,72,4,Multi-Digit Multiplication with Area Models and Partial Products,18,"Transfer, reflection, and publication: scaling a plan up with multiplication","Transfer, reflection, and publication",scaling a plan up with multiplication,independent-evidence,4.NBT.5;MP.4
ma-g4-mathematics-u05-l01,ma-g4-mathematics,4,mathematics,73,5,Division with Remainders,1,Launch and diagnostic: sharing that does not come out even,Launch and diagnostic,sharing that does not come out even,instruction,4.NBT.6;MP.1
ma-g4-mathematics-u05-l02,ma-g4-mathematics,4,mathematics,74,5,Division with Remainders,2,Concept build A: division as an unknown-factor problem with place value,Concept build A,division as an unknown-factor problem with place value,instruction,4.NBT.6
ma-g4-mathematics-u05-l03,ma-g4-mathematics,4,mathematics,75,5,Division with Remainders,3,Concept build B: area and array models for division,Concept build B,area and array models for division,instruction,4.NBT.6
ma-g4-mathematics-u05-l04,ma-g4-mathematics,4,mathematics,76,5,Division with Remainders,4,Guided practice A: recording partial quotients,Guided practice A,recording partial quotients,guided-practice,4.NBT.6
ma-g4-mathematics-u05-l05,ma-g4-mathematics,4,mathematics,77,5,Division with Remainders,5,Independent evidence A: dividing up to four digits by a one-digit divisor,Independent evidence A,dividing up to four digits by a one-digit divisor,independent-evidence,4.NBT.6
ma-g4-mathematics-u05-l06,ma-g4-mathematics,4,mathematics,78,5,Division with Remainders,6,Concept build C: interpreting remainders in context,Concept build C,interpreting remainders in context,instruction,4.OA.3
ma-g4-mathematics-u05-l07,ma-g4-mathematics,4,mathematics,79,5,Division with Remainders,7,"Guided practice B: remainder decisions: drop it, round up, or report what is left over",Guided practice B,"remainder decisions: drop it, round up, or report what is left over",guided-practice,4.OA.3
ma-g4-mathematics-u05-l08,ma-g4-mathematics,4,mathematics,80,5,Division with Remainders,8,Error analysis and repair: ignored-remainder and missing-zero errors,Error analysis and repair,ignored-remainder and missing-zero errors,guided-practice,4.NBT.6;MP.3
ma-g4-mathematics-u05-l09,ma-g4-mathematics,4,mathematics,81,5,Division with Remainders,9,Retrieval and fluency: division facts and multiples,Retrieval and fluency,division facts and multiples,retrieval,4.NBT.6
ma-g4-mathematics-u05-l10,ma-g4-mathematics,4,mathematics,82,5,Division with Remainders,10,Independent evidence B: multistep problems that involve division,Independent evidence B,multistep problems that involve division,independent-evidence,4.OA.3
ma-g4-mathematics-u05-l11,ma-g4-mathematics,4,mathematics,83,5,Division with Remainders,11,Concept extension: checking a quotient by multiplying,Concept extension,checking a quotient by multiplying,instruction,4.NBT.6;MP.3
ma-g4-mathematics-u05-l12,ma-g4-mathematics,4,mathematics,84,5,Division with Remainders,12,Applied problem solving: estimating to predict the size of a quotient,Applied problem solving,estimating to predict the size of a quotient,independent-evidence,4.OA.3;4.NBT.6
ma-g4-mathematics-u05-l13,ma-g4-mathematics,4,mathematics,85,5,Division with Remainders,13,Performance task: plan: the fair-distribution plan,Performance task: plan,the fair-distribution plan,project,4.OA.3;MP.4
ma-g4-mathematics-u05-l14,ma-g4-mathematics,4,mathematics,86,5,Division with Remainders,14,Performance task: build: the plan with a written remainder justification,Performance task: build,the plan with a written remainder justification,project,4.OA.3;4.NBT.6
ma-g4-mathematics-u05-l15,ma-g4-mathematics,4,mathematics,87,5,Division with Remainders,15,Synthesis and review: division strategy and remainder interpretation,Synthesis and review,division strategy and remainder interpretation,retrieval,4.OA.3;4.NBT.6
ma-g4-mathematics-u05-l16,ma-g4-mathematics,4,mathematics,88,5,Division with Remainders,16,Unit assessment: division and remainders,Unit assessment,division and remainders,assessment,4.OA.3;4.NBT.6
ma-g4-mathematics-u05-l17,ma-g4-mathematics,4,mathematics,89,5,Division with Remainders,17,Targeted correction and reassessment: quotients and remainders,Targeted correction and reassessment,quotients and remainders,reassessment,4.OA.3;4.NBT.6
ma-g4-mathematics-u05-l18,ma-g4-mathematics,4,mathematics,90,5,Division with Remainders,18,"Transfer, reflection, and publication: fair sharing decisions in real situations","Transfer, reflection, and publication",fair sharing decisions in real situations,independent-evidence,4.OA.3;MP.4
ma-g4-mathematics-u06-l01,ma-g4-mathematics,4,mathematics,91,6,Fraction Equivalence and Comparison,1,Launch and diagnostic: the same amount written with a different name,Launch and diagnostic,the same amount written with a different name,instruction,4.NF.1;MP.1
ma-g4-mathematics-u06-l02,ma-g4-mathematics,4,mathematics,92,6,Fraction Equivalence and Comparison,2,Concept build A: equivalence produced by partitioning a model further,Concept build A,equivalence produced by partitioning a model further,instruction,4.NF.1
ma-g4-mathematics-u06-l03,ma-g4-mathematics,4,mathematics,93,6,Fraction Equivalence and Comparison,3,Concept build B: why a/b equals n times a over n times b,Concept build B,why a/b equals n times a over n times b,instruction,4.NF.1
ma-g4-mathematics-u06-l04,ma-g4-mathematics,4,mathematics,94,6,Fraction Equivalence and Comparison,4,Guided practice A: generating equivalent fractions,Guided practice A,generating equivalent fractions,guided-practice,4.NF.1
ma-g4-mathematics-u06-l05,ma-g4-mathematics,4,mathematics,95,6,Fraction Equivalence and Comparison,5,Independent evidence A: recognizing equivalence across models and notation,Independent evidence A,recognizing equivalence across models and notation,independent-evidence,4.NF.1
ma-g4-mathematics-u06-l06,ma-g4-mathematics,4,mathematics,96,6,Fraction Equivalence and Comparison,6,Concept build C: rewriting fractions with a common denominator,Concept build C,rewriting fractions with a common denominator,instruction,4.NF.1
ma-g4-mathematics-u06-l07,ma-g4-mathematics,4,mathematics,97,6,Fraction Equivalence and Comparison,7,Guided practice B: comparing fractions using a common denominator,Guided practice B,comparing fractions using a common denominator,guided-practice,4.NF.2
ma-g4-mathematics-u06-l08,ma-g4-mathematics,4,mathematics,98,6,Fraction Equivalence and Comparison,8,Error analysis and repair: numerator-only comparison errors,Error analysis and repair,numerator-only comparison errors,guided-practice,4.NF.2;MP.3
ma-g4-mathematics-u06-l09,ma-g4-mathematics,4,mathematics,99,6,Fraction Equivalence and Comparison,9,Retrieval and fluency: equivalence and benchmarks,Retrieval and fluency,equivalence and benchmarks,retrieval,4.NF.1;4.NF.2
ma-g4-mathematics-u06-l10,ma-g4-mathematics,4,mathematics,100,6,Fraction Equivalence and Comparison,10,Independent evidence B: comparing fractions using benchmark values,Independent evidence B,comparing fractions using benchmark values,independent-evidence,4.NF.2
ma-g4-mathematics-u06-l11,ma-g4-mathematics,4,mathematics,101,6,Fraction Equivalence and Comparison,11,Concept extension: comparing only when fractions refer to the same whole,Concept extension,comparing only when fractions refer to the same whole,instruction,4.NF.2;MP.6
ma-g4-mathematics-u06-l12,ma-g4-mathematics,4,mathematics,102,6,Fraction Equivalence and Comparison,12,Applied problem solving: justifying comparisons visually and symbolically,Applied problem solving,justifying comparisons visually and symbolically,independent-evidence,4.NF.1;4.NF.2;MP.3
ma-g4-mathematics-u06-l13,ma-g4-mathematics,4,mathematics,103,6,Fraction Equivalence and Comparison,13,Performance task: plan: the equivalence proof wall,Performance task: plan,the equivalence proof wall,project,4.NF.1;MP.4
ma-g4-mathematics-u06-l14,ma-g4-mathematics,4,mathematics,104,6,Fraction Equivalence and Comparison,14,Performance task: build: claims with models and written arguments,Performance task: build,claims with models and written arguments,project,4.NF.1;4.NF.2
ma-g4-mathematics-u06-l15,ma-g4-mathematics,4,mathematics,105,6,Fraction Equivalence and Comparison,15,Synthesis and review: equivalence and comparison,Synthesis and review,equivalence and comparison,retrieval,4.NF.1;4.NF.2
ma-g4-mathematics-u06-l16,ma-g4-mathematics,4,mathematics,106,6,Fraction Equivalence and Comparison,16,Unit assessment: fraction equivalence and comparison,Unit assessment,fraction equivalence and comparison,assessment,4.NF.1;4.NF.2
ma-g4-mathematics-u06-l17,ma-g4-mathematics,4,mathematics,107,6,Fraction Equivalence and Comparison,17,Targeted correction and reassessment: comparison strategy,Targeted correction and reassessment,comparison strategy,reassessment,4.NF.1;4.NF.2
ma-g4-mathematics-u06-l18,ma-g4-mathematics,4,mathematics,108,6,Fraction Equivalence and Comparison,18,"Transfer, reflection, and publication: recognizing equivalent amounts in real settings","Transfer, reflection, and publication",recognizing equivalent amounts in real settings,independent-evidence,4.NF.2;MP.4
ma-g4-mathematics-u07-l01,ma-g4-mathematics,4,mathematics,109,7,"Adding, Subtracting, and Multiplying Fractions",1,Launch and diagnostic: a fraction as a count of unit fractions,Launch and diagnostic,a fraction as a count of unit fractions,instruction,4.NF.3;MP.1
ma-g4-mathematics-u07-l02,ma-g4-mathematics,4,mathematics,110,7,"Adding, Subtracting, and Multiplying Fractions",2,Concept build A: decomposing a fraction into a sum of unit fractions,Concept build A,decomposing a fraction into a sum of unit fractions,instruction,4.NF.3
ma-g4-mathematics-u07-l03,ma-g4-mathematics,4,mathematics,111,7,"Adding, Subtracting, and Multiplying Fractions",3,Concept build B: adding and subtracting fractions with like denominators,Concept build B,adding and subtracting fractions with like denominators,instruction,4.NF.3
ma-g4-mathematics-u07-l04,ma-g4-mathematics,4,mathematics,112,7,"Adding, Subtracting, and Multiplying Fractions",4,Guided practice A: mixed numbers and fractions greater than one,Guided practice A,mixed numbers and fractions greater than one,guided-practice,4.NF.3
ma-g4-mathematics-u07-l05,ma-g4-mathematics,4,mathematics,113,7,"Adding, Subtracting, and Multiplying Fractions",5,Independent evidence A: adding and subtracting mixed numbers with like denominators,Independent evidence A,adding and subtracting mixed numbers with like denominators,independent-evidence,4.NF.3
ma-g4-mathematics-u07-l06,ma-g4-mathematics,4,mathematics,114,7,"Adding, Subtracting, and Multiplying Fractions",6,Concept build C: word problems adding and subtracting like-denominator fractions,Concept build C,word problems adding and subtracting like-denominator fractions,instruction,4.NF.3
ma-g4-mathematics-u07-l07,ma-g4-mathematics,4,mathematics,115,7,"Adding, Subtracting, and Multiplying Fractions",7,Guided practice B: multiplying a fraction by a whole number as repeated addition,Guided practice B,multiplying a fraction by a whole number as repeated addition,guided-practice,4.NF.4
ma-g4-mathematics-u07-l08,ma-g4-mathematics,4,mathematics,116,7,"Adding, Subtracting, and Multiplying Fractions",8,Error analysis and repair: added-denominator errors,Error analysis and repair,added-denominator errors,guided-practice,4.NF.3;MP.3
ma-g4-mathematics-u07-l09,ma-g4-mathematics,4,mathematics,117,7,"Adding, Subtracting, and Multiplying Fractions",9,Retrieval and fluency: unit-fraction decomposition,Retrieval and fluency,unit-fraction decomposition,retrieval,4.NF.3
ma-g4-mathematics-u07-l10,ma-g4-mathematics,4,mathematics,118,7,"Adding, Subtracting, and Multiplying Fractions",10,Independent evidence B: solving word problems that multiply a fraction by a whole number,Independent evidence B,solving word problems that multiply a fraction by a whole number,independent-evidence,4.NF.4
ma-g4-mathematics-u07-l11,ma-g4-mathematics,4,mathematics,119,7,"Adding, Subtracting, and Multiplying Fractions",11,Concept extension: fraction operations inside measurement contexts,Concept extension,fraction operations inside measurement contexts,instruction,4.NF.4;4.MD.2
ma-g4-mathematics-u07-l12,ma-g4-mathematics,4,mathematics,120,7,"Adding, Subtracting, and Multiplying Fractions",12,Applied problem solving: connecting repeated addition to n times a over b,Applied problem solving,connecting repeated addition to n times a over b,independent-evidence,4.NF.4;MP.3
ma-g4-mathematics-u07-l13,ma-g4-mathematics,4,mathematics,121,7,"Adding, Subtracting, and Multiplying Fractions",13,Performance task: plan: the recipe or measurement plan,Performance task: plan,the recipe or measurement plan,project,4.NF.3;4.NF.4;MP.4
ma-g4-mathematics-u07-l14,ma-g4-mathematics,4,mathematics,122,7,"Adding, Subtracting, and Multiplying Fractions",14,Performance task: build: the plan with combined and scaled amounts,Performance task: build,the plan with combined and scaled amounts,project,4.NF.3;4.NF.4
ma-g4-mathematics-u07-l15,ma-g4-mathematics,4,mathematics,123,7,"Adding, Subtracting, and Multiplying Fractions",15,Synthesis and review: fraction operations,Synthesis and review,fraction operations,retrieval,4.NF.3;4.NF.4
ma-g4-mathematics-u07-l16,ma-g4-mathematics,4,mathematics,124,7,"Adding, Subtracting, and Multiplying Fractions",16,"Unit assessment: fraction addition, subtraction, and multiplication",Unit assessment,"fraction addition, subtraction, and multiplication",assessment,4.NF.3;4.NF.4
ma-g4-mathematics-u07-l17,ma-g4-mathematics,4,mathematics,125,7,"Adding, Subtracting, and Multiplying Fractions",17,Targeted correction and reassessment: fraction operations,Targeted correction and reassessment,fraction operations,reassessment,4.NF.3;4.NF.4
ma-g4-mathematics-u07-l18,ma-g4-mathematics,4,mathematics,126,7,"Adding, Subtracting, and Multiplying Fractions",18,"Transfer, reflection, and publication: scaling a fractional plan for more people","Transfer, reflection, and publication",scaling a fractional plan for more people,independent-evidence,4.NF.4;MP.4
ma-g4-mathematics-u08-l01,ma-g4-mathematics,4,mathematics,127,8,Decimal Notation and Fraction-Decimal Connections,1,Launch and diagnostic: two ways to write the same amount,Launch and diagnostic,two ways to write the same amount,instruction,4.NF.6;MP.1
ma-g4-mathematics-u08-l02,ma-g4-mathematics,4,mathematics,128,8,Decimal Notation and Fraction-Decimal Connections,2,Concept build A: tenths and hundredths written as fractions,Concept build A,tenths and hundredths written as fractions,instruction,4.NF.5
ma-g4-mathematics-u08-l03,ma-g4-mathematics,4,mathematics,129,8,Decimal Notation and Fraction-Decimal Connections,3,Concept build B: adding tenths and hundredths by rewriting to a common unit,Concept build B,adding tenths and hundredths by rewriting to a common unit,instruction,4.NF.5
ma-g4-mathematics-u08-l04,ma-g4-mathematics,4,mathematics,130,8,Decimal Notation and Fraction-Decimal Connections,4,Guided practice A: writing fractions with denominator 10 or 100 in decimal notation,Guided practice A,writing fractions with denominator 10 or 100 in decimal notation,guided-practice,4.NF.6
ma-g4-mathematics-u08-l05,ma-g4-mathematics,4,mathematics,131,8,Decimal Notation and Fraction-Decimal Connections,5,Independent evidence A: locating decimals on a number line,Independent evidence A,locating decimals on a number line,independent-evidence,4.NF.6
ma-g4-mathematics-u08-l06,ma-g4-mathematics,4,mathematics,132,8,Decimal Notation and Fraction-Decimal Connections,6,Concept build C: decimals in money and measurement contexts,Concept build C,decimals in money and measurement contexts,instruction,4.NF.6;4.MD.2
ma-g4-mathematics-u08-l07,ma-g4-mathematics,4,mathematics,133,8,Decimal Notation and Fraction-Decimal Connections,7,Guided practice B: comparing decimals to hundredths,Guided practice B,comparing decimals to hundredths,guided-practice,4.NF.7
ma-g4-mathematics-u08-l08,ma-g4-mathematics,4,mathematics,134,8,Decimal Notation and Fraction-Decimal Connections,8,Error analysis and repair: digit-count decimal comparison errors,Error analysis and repair,digit-count decimal comparison errors,guided-practice,4.NF.7;MP.3
ma-g4-mathematics-u08-l09,ma-g4-mathematics,4,mathematics,135,8,Decimal Notation and Fraction-Decimal Connections,9,Retrieval and fluency: fraction and decimal equivalents,Retrieval and fluency,fraction and decimal equivalents,retrieval,4.NF.6
ma-g4-mathematics-u08-l10,ma-g4-mathematics,4,mathematics,136,8,Decimal Notation and Fraction-Decimal Connections,10,Independent evidence B: comparing and ordering decimals,Independent evidence B,comparing and ordering decimals,independent-evidence,4.NF.7
ma-g4-mathematics-u08-l11,ma-g4-mathematics,4,mathematics,137,8,Decimal Notation and Fraction-Decimal Connections,11,Concept extension: why a comparison requires the same whole,Concept extension,why a comparison requires the same whole,instruction,4.NF.7;MP.6
ma-g4-mathematics-u08-l12,ma-g4-mathematics,4,mathematics,138,8,Decimal Notation and Fraction-Decimal Connections,12,Applied problem solving: money problems involving decimals,Applied problem solving,money problems involving decimals,independent-evidence,4.NF.5;4.NF.6;4.MD.2
ma-g4-mathematics-u08-l13,ma-g4-mathematics,4,mathematics,139,8,Decimal Notation and Fraction-Decimal Connections,13,Performance task: plan: the conversion board,Performance task: plan,the conversion board,project,4.NF.6;MP.4
ma-g4-mathematics-u08-l14,ma-g4-mathematics,4,mathematics,140,8,Decimal Notation and Fraction-Decimal Connections,14,"Performance task: build: the board with fractions, decimals, models, and comparisons",Performance task: build,"the board with fractions, decimals, models, and comparisons",project,4.NF.5;4.NF.6;4.NF.7
ma-g4-mathematics-u08-l15,ma-g4-mathematics,4,mathematics,141,8,Decimal Notation and Fraction-Decimal Connections,15,Synthesis and review: fraction and decimal connections,Synthesis and review,fraction and decimal connections,retrieval,4.NF.5;4.NF.6;4.NF.7
ma-g4-mathematics-u08-l16,ma-g4-mathematics,4,mathematics,142,8,Decimal Notation and Fraction-Decimal Connections,16,Unit assessment: decimal notation and comparison,Unit assessment,decimal notation and comparison,assessment,4.NF.5;4.NF.6;4.NF.7
ma-g4-mathematics-u08-l17,ma-g4-mathematics,4,mathematics,143,8,Decimal Notation and Fraction-Decimal Connections,17,Targeted correction and reassessment: decimal comparison,Targeted correction and reassessment,decimal comparison,reassessment,4.NF.6;4.NF.7
ma-g4-mathematics-u08-l18,ma-g4-mathematics,4,mathematics,144,8,Decimal Notation and Fraction-Decimal Connections,18,"Transfer, reflection, and publication: reading decimals on price tags and measuring tools","Transfer, reflection, and publication",reading decimals on price tags and measuring tools,independent-evidence,4.NF.6;MP.4
ma-g4-mathematics-u09-l01,ma-g4-mathematics,4,mathematics,145,9,"Measurement, Conversion, and Data",1,Launch and diagnostic: why the size of a unit changes the number,Launch and diagnostic,why the size of a unit changes the number,instruction,4.MD.1;MP.1
ma-g4-mathematics-u09-l02,ma-g4-mathematics,4,mathematics,146,9,"Measurement, Conversion, and Data",2,Concept build A: relative sizes of metric units,Concept build A,relative sizes of metric units,instruction,4.MD.1;MP.5
ma-g4-mathematics-u09-l03,ma-g4-mathematics,4,mathematics,147,9,"Measurement, Conversion, and Data",3,Concept build B: relative sizes of customary units,Concept build B,relative sizes of customary units,instruction,4.MD.1
ma-g4-mathematics-u09-l04,ma-g4-mathematics,4,mathematics,148,9,"Measurement, Conversion, and Data",4,Guided practice A: two-column conversion tables,Guided practice A,two-column conversion tables,guided-practice,4.MD.1
ma-g4-mathematics-u09-l05,ma-g4-mathematics,4,mathematics,149,9,"Measurement, Conversion, and Data",5,Independent evidence A: converting from a larger unit to a smaller unit,Independent evidence A,converting from a larger unit to a smaller unit,independent-evidence,4.MD.1
ma-g4-mathematics-u09-l06,ma-g4-mathematics,4,mathematics,150,9,"Measurement, Conversion, and Data",6,Concept build C: measurement word problems including money and time,Concept build C,measurement word problems including money and time,instruction,4.MD.2
ma-g4-mathematics-u09-l07,ma-g4-mathematics,4,mathematics,151,9,"Measurement, Conversion, and Data",7,Guided practice B: applying area and perimeter formulas for rectangles,Guided practice B,applying area and perimeter formulas for rectangles,guided-practice,4.MD.3
ma-g4-mathematics-u09-l08,ma-g4-mathematics,4,mathematics,152,9,"Measurement, Conversion, and Data",8,Error analysis and repair: wrong-direction conversion errors,Error analysis and repair,wrong-direction conversion errors,guided-practice,4.MD.1;MP.3
ma-g4-mathematics-u09-l09,ma-g4-mathematics,4,mathematics,153,9,"Measurement, Conversion, and Data",9,"Retrieval and fluency: unit benchmarks, conversions, and formulas",Retrieval and fluency,"unit benchmarks, conversions, and formulas",retrieval,4.MD.1;4.MD.3
ma-g4-mathematics-u09-l10,ma-g4-mathematics,4,mathematics,154,9,"Measurement, Conversion, and Data",10,Independent evidence B: measurement problems involving fractions and decimals,Independent evidence B,measurement problems involving fractions and decimals,independent-evidence,4.MD.2
ma-g4-mathematics-u09-l11,ma-g4-mathematics,4,mathematics,155,9,"Measurement, Conversion, and Data",11,"Concept extension: line plots with halves, quarters, and eighths of an inch",Concept extension,"line plots with halves, quarters, and eighths of an inch",instruction,4.MD.4
ma-g4-mathematics-u09-l12,ma-g4-mathematics,4,mathematics,156,9,"Measurement, Conversion, and Data",12,"Applied problem solving: finding an unknown side length from area or perimeter, and interpreting a line plot",Applied problem solving,"finding an unknown side length from area or perimeter, and interpreting a line plot",independent-evidence,4.MD.3;4.MD.4
ma-g4-mathematics-u09-l13,ma-g4-mathematics,4,mathematics,157,9,"Measurement, Conversion, and Data",13,Performance task: plan: the measurement study,Performance task: plan,the measurement study,project,4.MD.1;4.MD.4;MP.4
ma-g4-mathematics-u09-l14,ma-g4-mathematics,4,mathematics,158,9,"Measurement, Conversion, and Data",14,"Performance task: build: the conversion table, area analysis, and line plot",Performance task: build,"the conversion table, area analysis, and line plot",project,4.MD.1;4.MD.3;4.MD.4
ma-g4-mathematics-u09-l15,ma-g4-mathematics,4,mathematics,159,9,"Measurement, Conversion, and Data",15,"Synthesis and review: conversion, formulas, and measurement data",Synthesis and review,"conversion, formulas, and measurement data",retrieval,4.MD.1;4.MD.2;4.MD.3;4.MD.4
ma-g4-mathematics-u09-l16,ma-g4-mathematics,4,mathematics,160,9,"Measurement, Conversion, and Data",16,"Unit assessment: measurement, conversion, and data",Unit assessment,"measurement, conversion, and data",assessment,4.MD.1;4.MD.2;4.MD.3;4.MD.4
ma-g4-mathematics-u09-l17,ma-g4-mathematics,4,mathematics,161,9,"Measurement, Conversion, and Data",17,Targeted correction and reassessment: conversion and formulas,Targeted correction and reassessment,conversion and formulas,reassessment,4.MD.1;4.MD.3
ma-g4-mathematics-u09-l18,ma-g4-mathematics,4,mathematics,162,9,"Measurement, Conversion, and Data",18,"Transfer, reflection, and publication: measuring and converting for a real task","Transfer, reflection, and publication",measuring and converting for a real task,independent-evidence,4.MD.2;MP.4
ma-g4-mathematics-u10-l01,ma-g4-mathematics,4,mathematics,163,10,"Angles, Geometry, and Integrated Capstone",1,Launch and diagnostic: what an angle actually measures,Launch and diagnostic,what an angle actually measures,instruction,4.MD.5;MP.1
ma-g4-mathematics-u10-l02,ma-g4-mathematics,4,mathematics,164,10,"Angles, Geometry, and Integrated Capstone",2,Concept build A: angles as fractions of a circular turn,Concept build A,angles as fractions of a circular turn,instruction,4.MD.5
ma-g4-mathematics-u10-l03,ma-g4-mathematics,4,mathematics,165,10,"Angles, Geometry, and Integrated Capstone",3,Concept build B: measuring angles with a protractor,Concept build B,measuring angles with a protractor,instruction,4.MD.6;MP.5
ma-g4-mathematics-u10-l04,ma-g4-mathematics,4,mathematics,166,10,"Angles, Geometry, and Integrated Capstone",4,Guided practice A: sketching angles of a specified measure,Guided practice A,sketching angles of a specified measure,guided-practice,4.MD.6
ma-g4-mathematics-u10-l05,ma-g4-mathematics,4,mathematics,167,10,"Angles, Geometry, and Integrated Capstone",5,Independent evidence A: measuring and drawing angles accurately,Independent evidence A,measuring and drawing angles accurately,independent-evidence,4.MD.5;4.MD.6
ma-g4-mathematics-u10-l06,ma-g4-mathematics,4,mathematics,168,10,"Angles, Geometry, and Integrated Capstone",6,Concept build C: angle measure as additive and unknown-angle problems,Concept build C,angle measure as additive and unknown-angle problems,instruction,4.MD.7
ma-g4-mathematics-u10-l07,ma-g4-mathematics,4,mathematics,169,10,"Angles, Geometry, and Integrated Capstone",7,Guided practice B: solving for an unknown angle in a diagram,Guided practice B,solving for an unknown angle in a diagram,guided-practice,4.MD.7
ma-g4-mathematics-u10-l08,ma-g4-mathematics,4,mathematics,170,10,"Angles, Geometry, and Integrated Capstone",8,Error analysis and repair: protractor scale-reading errors,Error analysis and repair,protractor scale-reading errors,guided-practice,4.MD.6;MP.3
ma-g4-mathematics-u10-l09,ma-g4-mathematics,4,mathematics,171,10,"Angles, Geometry, and Integrated Capstone",9,Retrieval and fluency: angle types and measures,Retrieval and fluency,angle types and measures,retrieval,4.MD.5;4.MD.6
ma-g4-mathematics-u10-l10,ma-g4-mathematics,4,mathematics,172,10,"Angles, Geometry, and Integrated Capstone",10,Independent evidence B: unknown-angle problems in diagrams,Independent evidence B,unknown-angle problems in diagrams,independent-evidence,4.MD.7
ma-g4-mathematics-u10-l11,ma-g4-mathematics,4,mathematics,173,10,"Angles, Geometry, and Integrated Capstone",11,"Concept extension: points, lines, rays, classifying two-dimensional figures, and lines of symmetry",Concept extension,"points, lines, rays, classifying two-dimensional figures, and lines of symmetry",instruction,4.G.1;4.G.2;4.G.3
