lesson_id,course_id,grade,subject,course_day,unit_number,unit_title,day_in_unit,title,phase,focus,standards,evidence_mode,assessed,text_id
ma-g4-english-language-arts-u01-l10,ma-g4-english-language-arts,4,english-language-arts,10,1,"An Evidence Habit: Details, Examples, and Inferences",10,"Craft or structure analysis: how quoting and paraphrasing differ, and when each is honest",Craft or structure analysis,"how quoting and paraphrasing differ, and when each is honest",4.W.4;4.RI.1,guided,no,g4-text-02
ma-g4-english-language-arts-u01-l11,ma-g4-english-language-arts,4,english-language-arts,11,1,"An Evidence Habit: Details, Examples, and Inferences",11,Source or research work: recording where a piece of evidence came from inside a passage,Source or research work,recording where a piece of evidence came from inside a passage,4.W.8;4.RI.1,guided,no,g4-text-01
ma-g4-english-language-arts-u01-l12,ma-g4-english-language-arts,4,english-language-arts,12,1,"An Evidence Habit: Details, Examples, and Inferences",12,Writing plan and draft: planning a written response for a named audience,Writing plan and draft,planning a written response for a named audience,4.W.4;4.W.10,guided,no,learner-produced
ma-g4-english-language-arts-u01-l13,ma-g4-english-language-arts,4,english-language-arts,13,1,"An Evidence Habit: Details, Examples, and Inferences",13,"Writing revision workshop: revising a response so every claim carries its evidence, then editing for complete sentences",Writing revision workshop,"revising a response so every claim carries its evidence, then editing for complete sentences",4.W.4;4.W.5;4.L.1,guided,no,learner-produced
ma-g4-english-language-arts-u01-l14,ma-g4-english-language-arts,4,english-language-arts,14,1,"An Evidence Habit: Details, Examples, and Inferences",14,"Discussion or presentation practice: discussion roles, preparation, and drawing on what you read",Discussion or presentation practice,"discussion roles, preparation, and drawing on what you read",4.SL.1,guided,no,g4-text-02
ma-g4-english-language-arts-u01-l15,ma-g4-english-language-arts,4,english-language-arts,15,1,"An Evidence Habit: Details, Examples, and Inferences",15,Transfer challenge: using the evidence habit on an unfamiliar pair of passages,Transfer challenge,using the evidence habit on an unfamiliar pair of passages,4.RL.1;4.RI.1,independent,no,g4-text-01
ma-g4-english-language-arts-u01-l16,ma-g4-english-language-arts,4,english-language-arts,16,1,"An Evidence Habit: Details, Examples, and Inferences",16,"Retrieval and assessment preparation: retrieving explicit meaning, inference, quotation, and paraphrase",Retrieval and assessment preparation,"retrieving explicit meaning, inference, quotation, and paraphrase",4.RL.1;4.RI.1;4.W.4,independent,no,g4-text-02
ma-g4-english-language-arts-u01-l17,ma-g4-english-language-arts,4,english-language-arts,17,1,"An Evidence Habit: Details, Examples, and Inferences",17,Unit assessment: unit evidence: cited literary and informational responses,Unit assessment,unit evidence: cited literary and informational responses,4.RL.1;4.RI.1;4.W.4;4.L.1,independent,yes,g4-text-01
ma-g4-english-language-arts-u01-l18,ma-g4-english-language-arts,4,english-language-arts,18,1,"An Evidence Habit: Details, Examples, and Inferences",18,"Targeted correction, publication, and reflection: correcting one response and publishing the evidence-habits page","Targeted correction, publication, and reflection",correcting one response and publishing the evidence-habits page,4.W.5;4.W.10,guided,no,g4-text-02
ma-g4-english-language-arts-u02-l01,ma-g4-english-language-arts,4,english-language-arts,19,2,Summary and Theme: Saying What a Story Means,1,"Launch and diagnostic: summary, retelling, and opinion are three different things",Launch and diagnostic,"summary, retelling, and opinion are three different things",4.RL.2,guided,no,g4-text-03
ma-g4-english-language-arts-u02-l02,ma-g4-english-language-arts,4,english-language-arts,20,2,Summary and Theme: Saying What a Story Means,2,Word study and morphology: Greek and Latin roots inside this unit's vocabulary,Word study and morphology,Greek and Latin roots inside this unit's vocabulary,4.L.4;4.RF.3,guided,no,g4-text-04
ma-g4-english-language-arts-u02-l03,ma-g4-english-language-arts,4,english-language-arts,21,2,Summary and Theme: Saying What a Story Means,3,Concept model A: an objective summary keeps events and leaves out judgment,Concept model A,an objective summary keeps events and leaves out judgment,4.RL.2,guided,no,g4-text-03
ma-g4-english-language-arts-u02-l04,ma-g4-english-language-arts,4,english-language-arts,22,2,Summary and Theme: Saying What a Story Means,4,Guided practice A: cutting a retelling down to a summary without losing the spine,Guided practice A,cutting a retelling down to a summary without losing the spine,4.RL.2,guided,no,g4-text-04
ma-g4-english-language-arts-u02-l05,ma-g4-english-language-arts,4,english-language-arts,23,2,Summary and Theme: Saying What a Story Means,5,Close reading with evidence: close reading a story for the details a summary must keep,Close reading with evidence,close reading a story for the details a summary must keep,4.RL.1;4.RL.2;4.RF.4,guided,no,g4-text-03
ma-g4-english-language-arts-u02-l06,ma-g4-english-language-arts,4,english-language-arts,24,2,Summary and Theme: Saying What a Story Means,6,Independent application A: summarizing an unfamiliar story independently,Independent application A,summarizing an unfamiliar story independently,4.RL.2,independent,no,g4-text-04
ma-g4-english-language-arts-u02-l07,ma-g4-english-language-arts,4,english-language-arts,25,2,Summary and Theme: Saying What a Story Means,7,"Concept model B: a theme is what the whole text says about something, not its topic",Concept model B,"a theme is what the whole text says about something, not its topic",4.RL.2,guided,no,g4-text-03
ma-g4-english-language-arts-u02-l08,ma-g4-english-language-arts,4,english-language-arts,26,2,Summary and Theme: Saying What a Story Means,8,Guided practice B: testing a proposed theme against the events of the text,Guided practice B,testing a proposed theme against the events of the text,4.RL.2;4.RL.1,guided,no,g4-text-04
ma-g4-english-language-arts-u02-l09,ma-g4-english-language-arts,4,english-language-arts,27,2,Summary and Theme: Saying What a Story Means,9,"Reteach and varied practice: repairing themes that are really topics, morals, or opinions",Reteach and varied practice,"repairing themes that are really topics, morals, or opinions",4.RL.2,guided,no,g4-text-03
ma-g4-english-language-arts-u02-l10,ma-g4-english-language-arts,4,english-language-arts,28,2,Summary and Theme: Saying What a Story Means,10,Craft or structure analysis: how theme works differently in a poem and in a drama,Craft or structure analysis,how theme works differently in a poem and in a drama,4.RL.2;4.RL.5,guided,no,g4-text-04
ma-g4-english-language-arts-u02-l11,ma-g4-english-language-arts,4,english-language-arts,29,2,Summary and Theme: Saying What a Story Means,11,Source or research work: gathering the two strongest details that support a theme,Source or research work,gathering the two strongest details that support a theme,4.W.9a;4.RL.1,guided,no,g4-text-03
ma-g4-english-language-arts-u02-l12,ma-g4-english-language-arts,4,english-language-arts,30,2,Summary and Theme: Saying What a Story Means,12,Writing plan and draft: planning a summary-and-theme response for a reader who has not read it,Writing plan and draft,planning a summary-and-theme response for a reader who has not read it,4.W.4;4.W.9a,guided,no,learner-produced
ma-g4-english-language-arts-u02-l13,ma-g4-english-language-arts,4,english-language-arts,31,2,Summary and Theme: Saying What a Story Means,13,Writing revision workshop: revising so the theme statement is a full sentence the text can carry,Writing revision workshop,revising so the theme statement is a full sentence the text can carry,4.RL.2;4.W.5,guided,no,learner-produced
ma-g4-english-language-arts-u02-l14,ma-g4-english-language-arts,4,english-language-arts,32,2,Summary and Theme: Saying What a Story Means,14,Discussion or presentation practice: presenting a theme claim and reviewing the key ideas others raised,Discussion or presentation practice,presenting a theme claim and reviewing the key ideas others raised,4.SL.1,guided,no,g4-text-04
ma-g4-english-language-arts-u02-l15,ma-g4-english-language-arts,4,english-language-arts,33,2,Summary and Theme: Saying What a Story Means,15,"Transfer challenge: summarizing and theming a text in the grades 4-5 band, with scaffolding at the hard parts",Transfer challenge,"summarizing and theming a text in the grades 4-5 band, with scaffolding at the hard parts",4.RL.10;4.RL.2,independent,no,g4-text-03
ma-g4-english-language-arts-u02-l16,ma-g4-english-language-arts,4,english-language-arts,34,2,Summary and Theme: Saying What a Story Means,16,"Retrieval and assessment preparation: retrieving summary, theme, and literary evidence together",Retrieval and assessment preparation,"retrieving summary, theme, and literary evidence together",4.RL.2;4.W.9a,independent,no,g4-text-04
ma-g4-english-language-arts-u02-l17,ma-g4-english-language-arts,4,english-language-arts,35,2,Summary and Theme: Saying What a Story Means,17,Unit assessment: unit evidence: objective summary plus supported theme statement,Unit assessment,unit evidence: objective summary plus supported theme statement,4.RL.1;4.RL.2;4.W.9a,independent,yes,g4-text-03
ma-g4-english-language-arts-u02-l18,ma-g4-english-language-arts,4,english-language-arts,36,2,Summary and Theme: Saying What a Story Means,18,"Targeted correction, publication, and reflection: correcting one statement and publishing the summary-and-theme study","Targeted correction, publication, and reflection",correcting one statement and publishing the summary-and-theme study,4.W.5;4.RL.2,guided,no,g4-text-04
ma-g4-english-language-arts-u03-l01,ma-g4-english-language-arts,4,english-language-arts,37,3,"In-Depth Study: Character, Setting, Event, and Point of View",1,Launch and diagnostic: the difference between mentioning a character and describing one in depth,Launch and diagnostic,the difference between mentioning a character and describing one in depth,4.RL.3,guided,no,g4-text-05
ma-g4-english-language-arts-u03-l02,ma-g4-english-language-arts,4,english-language-arts,38,3,"In-Depth Study: Character, Setting, Event, and Point of View",2,Word study and morphology: words that name precise emotions and states of being,Word study and morphology,words that name precise emotions and states of being,4.L.6,guided,no,g4-text-06
ma-g4-english-language-arts-u03-l03,ma-g4-english-language-arts,4,english-language-arts,39,3,"In-Depth Study: Character, Setting, Event, and Point of View",3,Concept model A: in-depth description is built from a stack of specific details,Concept model A,in-depth description is built from a stack of specific details,4.RL.3;4.RL.1,guided,no,g4-text-05
ma-g4-english-language-arts-u03-l04,ma-g4-english-language-arts,4,english-language-arts,40,3,"In-Depth Study: Character, Setting, Event, and Point of View",4,Guided practice A: collecting four details that describe one character,Guided practice A,collecting four details that describe one character,4.RL.3;4.RL.1,guided,no,g4-text-06
ma-g4-english-language-arts-u03-l05,ma-g4-english-language-arts,4,english-language-arts,41,3,"In-Depth Study: Character, Setting, Event, and Point of View",5,Close reading with evidence: close reading a setting for the details that make it matter,Close reading with evidence,close reading a setting for the details that make it matter,4.RL.3;4.RL.1;4.RF.4,guided,no,g4-text-05
ma-g4-english-language-arts-u03-l06,ma-g4-english-language-arts,4,english-language-arts,42,3,"In-Depth Study: Character, Setting, Event, and Point of View",6,Independent application A: writing an in-depth description of an event independently,Independent application A,writing an in-depth description of an event independently,4.RL.3;4.W.9a,independent,no,g4-text-06
ma-g4-english-language-arts-u03-l07,ma-g4-english-language-arts,4,english-language-arts,43,3,"In-Depth Study: Character, Setting, Event, and Point of View",7,Concept model B: first-person and third-person narration and how each limits what we know,Concept model B,first-person and third-person narration and how each limits what we know,4.RL.6,guided,no,g4-text-05
ma-g4-english-language-arts-u03-l08,ma-g4-english-language-arts,4,english-language-arts,44,3,"In-Depth Study: Character, Setting, Event, and Point of View",8,Guided practice B: comparing what two narrators can and cannot tell us,Guided practice B,comparing what two narrators can and cannot tell us,4.RL.6,guided,no,g4-text-06
ma-g4-english-language-arts-u03-l09,ma-g4-english-language-arts,4,english-language-arts,45,3,"In-Depth Study: Character, Setting, Event, and Point of View",9,Reteach and varied practice: repairing descriptions built on impression instead of detail,Reteach and varied practice,repairing descriptions built on impression instead of detail,4.RL.3,guided,no,g4-text-05
ma-g4-english-language-arts-u03-l10,ma-g4-english-language-arts,4,english-language-arts,46,3,"In-Depth Study: Character, Setting, Event, and Point of View",10,Craft or structure analysis: similes and metaphors an author uses to build a character,Craft or structure analysis,similes and metaphors an author uses to build a character,4.L.5;4.RL.4,guided,no,g4-text-06
ma-g4-english-language-arts-u03-l11,ma-g4-english-language-arts,4,english-language-arts,47,3,"In-Depth Study: Character, Setting, Event, and Point of View",11,Source or research work: connecting a text to a visual or oral presentation of the same story,Source or research work,connecting a text to a visual or oral presentation of the same story,4.RL.7,guided,no,g4-text-05
ma-g4-english-language-arts-u03-l12,ma-g4-english-language-arts,4,english-language-arts,48,3,"In-Depth Study: Character, Setting, Event, and Point of View",12,Writing plan and draft: planning an in-depth study with a claim and four details,Writing plan and draft,planning an in-depth study with a claim and four details,4.W.9a;4.W.4,guided,no,learner-produced
ma-g4-english-language-arts-u03-l13,ma-g4-english-language-arts,4,english-language-arts,49,3,"In-Depth Study: Character, Setting, Event, and Point of View",13,Writing revision workshop: revising to replace general adjectives with cited detail,Writing revision workshop,revising to replace general adjectives with cited detail,4.RL.3;4.W.5,guided,no,learner-produced
ma-g4-english-language-arts-u03-l14,ma-g4-english-language-arts,4,english-language-arts,50,3,"In-Depth Study: Character, Setting, Event, and Point of View",14,Discussion or presentation practice: posing and responding to specific questions about another study,Discussion or presentation practice,posing and responding to specific questions about another study,4.SL.1,guided,no,g4-text-06
ma-g4-english-language-arts-u03-l15,ma-g4-english-language-arts,4,english-language-arts,51,3,"In-Depth Study: Character, Setting, Event, and Point of View",15,Transfer challenge: comparing similar themes and patterns of events across cultures,Transfer challenge,comparing similar themes and patterns of events across cultures,4.RL.9,independent,no,g4-text-05
ma-g4-english-language-arts-u03-l16,ma-g4-english-language-arts,4,english-language-arts,52,3,"In-Depth Study: Character, Setting, Event, and Point of View",16,"Retrieval and assessment preparation: retrieving depth, narration, figurative language, and comparison",Retrieval and assessment preparation,"retrieving depth, narration, figurative language, and comparison",4.RL.3;4.RL.6;4.L.5,independent,no,g4-text-06
ma-g4-english-language-arts-u03-l17,ma-g4-english-language-arts,4,english-language-arts,53,3,"In-Depth Study: Character, Setting, Event, and Point of View",17,Unit assessment: unit evidence: an in-depth study with cited detail and point of view,Unit assessment,unit evidence: an in-depth study with cited detail and point of view,4.RL.1;4.RL.3;4.RL.6,independent,yes,g4-text-05
ma-g4-english-language-arts-u03-l18,ma-g4-english-language-arts,4,english-language-arts,54,3,"In-Depth Study: Character, Setting, Event, and Point of View",18,"Targeted correction, publication, and reflection: correcting one paragraph and publishing the in-depth study","Targeted correction, publication, and reflection",correcting one paragraph and publishing the in-depth study,4.W.5;4.RL.7,guided,no,g4-text-06
ma-g4-english-language-arts-u04-l01,ma-g4-english-language-arts,4,english-language-arts,55,4,"Informational Main Idea, Summary, and Explanation",1,"Launch and diagnostic: what a main idea has to account for, and a no-penalty diagnostic",Launch and diagnostic,"what a main idea has to account for, and a no-penalty diagnostic",4.RI.2,guided,no,g4-text-07
ma-g4-english-language-arts-u04-l02,ma-g4-english-language-arts,4,english-language-arts,56,4,"Informational Main Idea, Summary, and Explanation",2,Word study and morphology: domain vocabulary and the roots that unlock it,Word study and morphology,domain vocabulary and the roots that unlock it,4.RI.4;4.L.4;4.RF.3,guided,no,g4-text-08
ma-g4-english-language-arts-u04-l03,ma-g4-english-language-arts,4,english-language-arts,57,4,"Informational Main Idea, Summary, and Explanation",3,"Concept model A: a main idea is supported by key details, not merely near them",Concept model A,"a main idea is supported by key details, not merely near them",4.RI.2,guided,no,g4-text-07
ma-g4-english-language-arts-u04-l04,ma-g4-english-language-arts,4,english-language-arts,58,4,"Informational Main Idea, Summary, and Explanation",4,Guided practice A: stating a main idea and naming the three details that carry it,Guided practice A,stating a main idea and naming the three details that carry it,4.RI.2;4.RI.1,guided,no,g4-text-08
ma-g4-english-language-arts-u04-l05,ma-g4-english-language-arts,4,english-language-arts,59,4,"Informational Main Idea, Summary, and Explanation",5,Close reading with evidence: close reading for the details a summary of this text must keep,Close reading with evidence,close reading for the details a summary of this text must keep,4.RI.1;4.RI.2;4.RF.4,guided,no,g4-text-07
ma-g4-english-language-arts-u04-l06,ma-g4-english-language-arts,4,english-language-arts,60,4,"Informational Main Idea, Summary, and Explanation",6,Independent application A: summarizing an unfamiliar informational passage independently,Independent application A,summarizing an unfamiliar informational passage independently,4.RI.2,independent,no,g4-text-08
ma-g4-english-language-arts-u04-l07,ma-g4-english-language-arts,4,english-language-arts,61,4,"Informational Main Idea, Summary, and Explanation",7,Concept model B: explaining a process: the steps and why they run in that order,Concept model B,explaining a process: the steps and why they run in that order,4.RI.3,guided,no,g4-text-07
ma-g4-english-language-arts-u04-l08,ma-g4-english-language-arts,4,english-language-arts,62,4,"Informational Main Idea, Summary, and Explanation",8,Guided practice B: explaining a historical or scientific event: what happened and why,Guided practice B,explaining a historical or scientific event: what happened and why,4.RI.3,guided,no,g4-text-08
ma-g4-english-language-arts-u04-l09,ma-g4-english-language-arts,4,english-language-arts,63,4,"Informational Main Idea, Summary, and Explanation",9,Reteach and varied practice: repairing summaries that smuggle in opinion or drop the main idea,Reteach and varied practice,repairing summaries that smuggle in opinion or drop the main idea,4.RI.2,guided,no,g4-text-07
ma-g4-english-language-arts-u04-l10,ma-g4-english-language-arts,4,english-language-arts,64,4,"Informational Main Idea, Summary, and Explanation",10,Craft or structure analysis: how a writer's word choice signals precision in a technical passage,Craft or structure analysis,how a writer's word choice signals precision in a technical passage,4.RI.4;4.L.6,guided,no,g4-text-08
ma-g4-english-language-arts-u04-l11,ma-g4-english-language-arts,4,english-language-arts,65,4,"Informational Main Idea, Summary, and Explanation",11,Source or research work: gathering informational evidence to support an explanation,Source or research work,gathering informational evidence to support an explanation,4.W.9b;4.RI.1,guided,no,g4-text-07
ma-g4-english-language-arts-u04-l12,ma-g4-english-language-arts,4,english-language-arts,66,4,"Informational Main Idea, Summary, and Explanation",12,Writing plan and draft: planning a main-idea and summary brief for a stated audience,Writing plan and draft,planning a main-idea and summary brief for a stated audience,4.W.4;4.W.9b,guided,no,learner-produced
ma-g4-english-language-arts-u04-l13,ma-g4-english-language-arts,4,english-language-arts,67,4,"Informational Main Idea, Summary, and Explanation",13,"Writing revision workshop: revising the explanation so causes and effects are not reversed, and placing prepositional phrases where they belong",Writing revision workshop,"revising the explanation so causes and effects are not reversed, and placing prepositional phrases where they belong",4.RI.3;4.W.5;4.L.1,guided,no,learner-produced
ma-g4-english-language-arts-u04-l14,ma-g4-english-language-arts,4,english-language-arts,68,4,"Informational Main Idea, Summary, and Explanation",14,"Discussion or presentation practice: explaining a process aloud, in writing, or through a labeled sequence",Discussion or presentation practice,"explaining a process aloud, in writing, or through a labeled sequence",4.SL.4,guided,no,g4-text-08
ma-g4-english-language-arts-u04-l15,ma-g4-english-language-arts,4,english-language-arts,69,4,"Informational Main Idea, Summary, and Explanation",15,Transfer challenge: summarizing and explaining an unfamiliar technical passage,Transfer challenge,summarizing and explaining an unfamiliar technical passage,4.RI.2;4.RI.3,independent,no,g4-text-07
ma-g4-english-language-arts-u04-l16,ma-g4-english-language-arts,4,english-language-arts,70,4,"Informational Main Idea, Summary, and Explanation",16,"Retrieval and assessment preparation: retrieving main idea, support, summary, and explanation",Retrieval and assessment preparation,"retrieving main idea, support, summary, and explanation",4.RI.2;4.RI.3;4.W.9b,independent,no,g4-text-08
ma-g4-english-language-arts-u04-l17,ma-g4-english-language-arts,4,english-language-arts,71,4,"Informational Main Idea, Summary, and Explanation",17,"Unit assessment: unit evidence: main idea, objective summary, and causal explanation",Unit assessment,"unit evidence: main idea, objective summary, and causal explanation",4.RI.1;4.RI.2;4.RI.3,independent,yes,g4-text-07
ma-g4-english-language-arts-u04-l18,ma-g4-english-language-arts,4,english-language-arts,72,4,"Informational Main Idea, Summary, and Explanation",18,"Targeted correction, publication, and reflection: correcting one explanation and publishing the brief","Targeted correction, publication, and reflection",correcting one explanation and publishing the brief,4.W.5;4.RI.4,guided,no,g4-text-08
ma-g4-english-language-arts-u05-l01,ma-g4-english-language-arts,4,english-language-arts,73,5,How Informational Texts Are Structured and Shown,1,Launch and diagnostic: naming the shape of a text instead of only finding facts in it,Launch and diagnostic,naming the shape of a text instead of only finding facts in it,4.RI.5,guided,no,g4-text-10
ma-g4-english-language-arts-u05-l02,ma-g4-english-language-arts,4,english-language-arts,74,5,How Informational Texts Are Structured and Shown,2,Word study and morphology: signal vocabulary that marks each structure,Word study and morphology,signal vocabulary that marks each structure,4.L.6;4.RI.4,guided,no,g4-text-08
ma-g4-english-language-arts-u05-l03,ma-g4-english-language-arts,4,english-language-arts,75,5,How Informational Texts Are Structured and Shown,3,Concept model A: chronology and problem-and-solution as whole-text structures,Concept model A,chronology and problem-and-solution as whole-text structures,4.RI.5,guided,no,g4-text-10
ma-g4-english-language-arts-u05-l04,ma-g4-english-language-arts,4,english-language-arts,76,5,How Informational Texts Are Structured and Shown,4,Guided practice A: naming a passage's overall structure and proving it with signals,Guided practice A,naming a passage's overall structure and proving it with signals,4.RI.5;4.RI.1,guided,no,g4-text-08
ma-g4-english-language-arts-u05-l05,ma-g4-english-language-arts,4,english-language-arts,77,5,How Informational Texts Are Structured and Shown,5,Close reading with evidence: close reading a passage whose parts use different structures,Close reading with evidence,close reading a passage whose parts use different structures,4.RI.5;4.RI.1;4.RF.4,guided,no,g4-text-10
ma-g4-english-language-arts-u05-l06,ma-g4-english-language-arts,4,english-language-arts,78,5,How Informational Texts Are Structured and Shown,6,Independent application A: describing the structure of an unfamiliar passage independently,Independent application A,describing the structure of an unfamiliar passage independently,4.RI.5,independent,no,g4-text-08
ma-g4-english-language-arts-u05-l07,ma-g4-english-language-arts,4,english-language-arts,79,5,How Informational Texts Are Structured and Shown,7,Concept model B: comparison and cause-and-effect as whole-text structures,Concept model B,comparison and cause-and-effect as whole-text structures,4.RI.5,guided,no,g4-text-10
ma-g4-english-language-arts-u05-l08,ma-g4-english-language-arts,4,english-language-arts,80,5,How Informational Texts Are Structured and Shown,8,Guided practice B: choosing between two plausible structure labels using evidence,Guided practice B,choosing between two plausible structure labels using evidence,4.RI.5;4.RI.1,guided,no,g4-text-08
ma-g4-english-language-arts-u05-l09,ma-g4-english-language-arts,4,english-language-arts,81,5,How Informational Texts Are Structured and Shown,9,Reteach and varied practice: repairing analyses that name a structure the text does not use,Reteach and varied practice,repairing analyses that name a structure the text does not use,4.RI.5,guided,no,g4-text-10
ma-g4-english-language-arts-u05-l10,ma-g4-english-language-arts,4,english-language-arts,82,5,How Informational Texts Are Structured and Shown,10,"Craft or structure analysis: how a chart, timeline, or diagram carries information the prose does not",Craft or structure analysis,"how a chart, timeline, or diagram carries information the prose does not",4.RI.7,guided,no,g4-text-08
ma-g4-english-language-arts-u05-l11,ma-g4-english-language-arts,4,english-language-arts,83,5,How Informational Texts Are Structured and Shown,11,Source or research work: writing the text-only description that replaces a visual,Source or research work,writing the text-only description that replaces a visual,4.RI.7;4.W.9b,guided,no,g4-text-10
ma-g4-english-language-arts-u05-l12,ma-g4-english-language-arts,4,english-language-arts,84,5,How Informational Texts Are Structured and Shown,12,Writing plan and draft: planning a structure-and-features analysis of one passage,Writing plan and draft,planning a structure-and-features analysis of one passage,4.RI.5;4.RI.7,guided,no,learner-produced
ma-g4-english-language-arts-u05-l13,ma-g4-english-language-arts,4,english-language-arts,85,5,How Informational Texts Are Structured and Shown,13,"Writing revision workshop: revising so each structural claim names its evidence, joining ideas with relative pronouns and adverbs",Writing revision workshop,"revising so each structural claim names its evidence, joining ideas with relative pronouns and adverbs",4.RI.5;4.W.5;4.L.1,guided,no,learner-produced
ma-g4-english-language-arts-u05-l14,ma-g4-english-language-arts,4,english-language-arts,86,5,How Informational Texts Are Structured and Shown,14,Discussion or presentation practice: paraphrasing a portion of a text read aloud or presented in media,Discussion or presentation practice,paraphrasing a portion of a text read aloud or presented in media,4.SL.2,guided,no,g4-text-08
ma-g4-english-language-arts-u05-l15,ma-g4-english-language-arts,4,english-language-arts,87,5,How Informational Texts Are Structured and Shown,15,Transfer challenge: analyzing structure and visuals in an unfamiliar technical text,Transfer challenge,analyzing structure and visuals in an unfamiliar technical text,4.RI.5;4.RI.7,independent,no,g4-text-10
ma-g4-english-language-arts-u05-l16,ma-g4-english-language-arts,4,english-language-arts,88,5,How Informational Texts Are Structured and Shown,16,"Retrieval and assessment preparation: retrieving structure names, signals, and visual interpretation",Retrieval and assessment preparation,"retrieving structure names, signals, and visual interpretation",4.RI.5;4.RI.7,independent,no,g4-text-08
ma-g4-english-language-arts-u05-l17,ma-g4-english-language-arts,4,english-language-arts,89,5,How Informational Texts Are Structured and Shown,17,"Unit assessment: unit evidence: overall structure, signals, and visual interpretation",Unit assessment,"unit evidence: overall structure, signals, and visual interpretation",4.RI.5;4.RI.7;4.RI.1,independent,yes,g4-text-10
ma-g4-english-language-arts-u05-l18,ma-g4-english-language-arts,4,english-language-arts,90,5,How Informational Texts Are Structured and Shown,18,"Targeted correction, publication, and reflection: correcting one label and publishing the structure analysis","Targeted correction, publication, and reflection",correcting one label and publishing the structure analysis,4.W.5;4.RI.7,guided,no,g4-text-08
ma-g4-english-language-arts-u06-l01,ma-g4-english-language-arts,4,english-language-arts,91,6,"Explanatory Writing: Grouping, Precision, and Development",1,Launch and diagnostic: what separates an explanatory piece from a pile of related facts,Launch and diagnostic,what separates an explanatory piece from a pile of related facts,4.W.2,guided,no,g4-text-07
ma-g4-english-language-arts-u06-l02,ma-g4-english-language-arts,4,english-language-arts,92,6,"Explanatory Writing: Grouping, Precision, and Development",2,Word study and morphology: precise verbs and domain nouns this piece will need,Word study and morphology,precise verbs and domain nouns this piece will need,4.L.6;4.W.2,guided,no,g4-text-11
ma-g4-english-language-arts-u06-l03,ma-g4-english-language-arts,4,english-language-arts,93,6,"Explanatory Writing: Grouping, Precision, and Development",3,Concept model A: grouping related information into paragraphs and sections,Concept model A,grouping related information into paragraphs and sections,4.W.2,guided,no,g4-text-07
ma-g4-english-language-arts-u06-l04,ma-g4-english-language-arts,4,english-language-arts,94,6,"Explanatory Writing: Grouping, Precision, and Development",4,Guided practice A: sorting a mixed fact set into three defensible groups,Guided practice A,sorting a mixed fact set into three defensible groups,4.W.2;4.W.4,guided,no,g4-text-11
ma-g4-english-language-arts-u06-l05,ma-g4-english-language-arts,4,english-language-arts,95,6,"Explanatory Writing: Grouping, Precision, and Development",5,Close reading with evidence: close reading a model explanatory text for how it is built,Close reading with evidence,close reading a model explanatory text for how it is built,4.RI.5;4.W.2;4.RF.4,guided,no,g4-text-07
ma-g4-english-language-arts-u06-l06,ma-g4-english-language-arts,4,english-language-arts,96,6,"Explanatory Writing: Grouping, Precision, and Development",6,Independent application A: drafting two grouped paragraphs with an introduction,Independent application A,drafting two grouped paragraphs with an introduction,4.W.2;4.W.4,independent,no,g4-text-11
ma-g4-english-language-arts-u06-l07,ma-g4-english-language-arts,4,english-language-arts,97,6,"Explanatory Writing: Grouping, Precision, and Development",7,"Concept model B: developing a group with facts, definitions, details, and a quotation",Concept model B,"developing a group with facts, definitions, details, and a quotation",4.W.2;4.W.9b,guided,no,g4-text-07
ma-g4-english-language-arts-u06-l08,ma-g4-english-language-arts,4,english-language-arts,98,6,"Explanatory Writing: Grouping, Precision, and Development",8,Guided practice B: choosing the concrete detail that develops rather than decorates,Guided practice B,choosing the concrete detail that develops rather than decorates,4.W.2;4.W.5,guided,no,g4-text-11
ma-g4-english-language-arts-u06-l09,ma-g4-english-language-arts,4,english-language-arts,99,6,"Explanatory Writing: Grouping, Precision, and Development",9,"Reteach and varied practice: repairing sections that repeat, wander, or state without developing",Reteach and varied practice,"repairing sections that repeat, wander, or state without developing",4.W.2;4.W.5,guided,no,g4-text-07
ma-g4-english-language-arts-u06-l10,ma-g4-english-language-arts,4,english-language-arts,100,6,"Explanatory Writing: Grouping, Precision, and Development",10,Craft or structure analysis: precise language: replacing a vague word with the exact one,Craft or structure analysis,precise language: replacing a vague word with the exact one,4.W.2;4.L.3,guided,no,g4-text-11
ma-g4-english-language-arts-u06-l11,ma-g4-english-language-arts,4,english-language-arts,101,6,"Explanatory Writing: Grouping, Precision, and Development",11,"Source or research work: using headings, a caption, or a list where it genuinely helps",Source or research work,"using headings, a caption, or a list where it genuinely helps",4.W.2;4.W.6,guided,no,g4-text-07
ma-g4-english-language-arts-u06-l12,ma-g4-english-language-arts,4,english-language-arts,102,6,"Explanatory Writing: Grouping, Precision, and Development",12,"Writing plan and draft: planning the full piece: introduction, sections, and conclusion",Writing plan and draft,"planning the full piece: introduction, sections, and conclusion",4.W.2;4.W.4,guided,no,learner-produced
ma-g4-english-language-arts-u06-l13,ma-g4-english-language-arts,4,english-language-arts,103,6,"Explanatory Writing: Grouping, Precision, and Development",13,"Writing revision workshop: revising for development, then editing fragments, run-ons, and confusables",Writing revision workshop,"revising for development, then editing fragments, run-ons, and confusables",4.W.5;4.L.1;4.L.2,guided,no,learner-produced
